SKU,Week_Start,Units_Sold,Revenue,Seasonal_Naive_Forecast,Year,Month,Quarter,Week_Number,Lag_1,Lag_2,Lag_4,Lag_8,Lag_12,Lag_52,Rolling_Mean_4,Rolling_Mean_8,Rolling_Mean_12,Average_Price,Promotion,Model_Forecast
SKU042,2025-12-15,173,1591397.59,122.0,2025,12,4,51,125.0,156.0,124.0,117.0,123.0,122.0,136.75,133.875,133.41666666666666,9198.83,0,136.75
SKU042,2025-12-22,148,1361426.84,158.0,2025,12,4,52,173.0,125.0,142.0,134.0,132.0,158.0,149.0,140.875,137.58333333333334,9198.83,0,149.0
SKU042,2025-12-29,57,524333.3099999999,157.0,2025,12,4,1,148.0,173.0,156.0,141.0,137.0,157.0,150.5,142.625,138.91666666666666,9198.83,0,150.5
SKU043,2025-11-10,145,1268136.65,140.0,2025,11,4,46,148.0,147.0,123.0,143.0,130.0,140.0,133.75,129.875,132.0,8745.77,1,133.75
SKU043,2025-11-17,144,1259390.88,142.0,2025,11,4,47,145.0,148.0,117.0,121.0,139.0,142.0,139.25,130.125,133.25,8745.77,1,139.25
SKU043,2025-11-24,113,988272.01,127.0,2025,11,4,48,144.0,145.0,147.0,115.0,133.0,127.0,146.0,133.0,133.66666666666666,8745.77,1,146.0
SKU043,2025-12-01,127,1110712.79,147.0,2025,12,4,49,113.0,144.0,148.0,125.0,143.0,147.0,137.5,132.75,132.0,8745.77,0,137.5
SKU043,2025-12-08,142,1241899.34,133.0,2025,12,4,50,127.0,113.0,145.0,123.0,143.0,133.0,132.25,133.0,130.66666666666666,8745.77,0,132.25
SKU043,2025-12-15,132,1154441.64,133.0,2025,12,4,51,142.0,127.0,144.0,117.0,121.0,133.0,131.5,135.375,130.58333333333334,8745.77,0,131.5
SKU043,2025-12-22,126,1101967.02,131.0,2025,12,4,52,132.0,142.0,113.0,147.0,115.0,131.0,128.5,137.25,131.5,8745.77,0,128.5
SKU043,2025-12-29,75,655932.75,169.0,2025,12,4,1,126.0,132.0,127.0,148.0,125.0,169.0,131.75,134.625,132.41666666666666,8745.77,0,131.75
SKU044,2025-11-10,53,286850.84,54.0,2025,11,4,46,58.0,60.0,56.0,47.0,70.0,54.0,56.75,54.875,56.416666666666664,5412.28,1,56.75
SKU044,2025-11-17,46,248964.88,44.0,2025,11,4,47,53.0,58.0,53.0,66.0,51.0,44.0,56.0,55.625,55.0,5412.28,1,56.0
SKU044,2025-11-24,57,308499.96,59.0,2025,11,4,48,46.0,53.0,60.0,50.0,56.0,59.0,54.25,53.125,54.583333333333336,5412.28,1,54.25
SKU044,2025-12-01,52,281438.56,50.0,2025,12,4,49,57.0,46.0,58.0,49.0,61.0,50.0,53.5,54.0,54.666666666666664,5412.28,0,53.5
SKU044,2025-12-08,57,308499.96,54.0,2025,12,4,50,52.0,57.0,53.0,56.0,47.0,54.0,52.0,54.375,53.916666666666664,5412.28,0,52.0
SKU044,2025-12-15,61,330149.08,52.0,2025,12,4,51,57.0,52.0,46.0,53.0,66.0,52.0,53.0,54.5,54.75,5412.28,0,53.0
SKU044,2025-12-22,61,330149.08,60.0,2025,12,4,52,61.0,57.0,57.0,60.0,50.0,60.0,56.75,55.5,54.333333333333336,5412.28,0,56.75
SKU044,2025-12-29,19,102833.32,63.0,2025,12,4,1,61.0,61.0,52.0,58.0,49.0,63.0,57.75,55.625,55.25,5412.28,0,57.75
SKU045,2025-11-10,150,1151517.0,170.0,2025,11,4,46,154.0,143.0,120.0,147.0,159.0,170.0,140.0,141.75,147.08333333333334,7676.78,1,140.0
SKU045,2025-11-17,155,1189900.9,162.0,2025,11,4,47,150.0,154.0,143.0,162.0,138.0,162.0,147.5,142.125,146.33333333333334,7676.78,1,147.5
SKU045,2025-11-24,164,1258991.92,161.0,2025,11,4,48,155.0,150.0,143.0,142.0,163.0,161.0,150.5,141.25,147.75,7676.78,1,150.5
SKU045,2025-12-01,166,1274345.48,151.0,2025,12,4,49,164.0,155.0,154.0,123.0,171.0,151.0,155.75,144.0,147.83333333333334,7676.78,0,155.75
SKU045,2025-12-08,152,1166870.56,149.0,2025,12,4,50,166.0,164.0,150.0,120.0,147.0,149.0,158.75,149.375,147.41666666666666,7676.78,0,158.75
SKU045,2025-12-15,123,944243.94,159.0,2025,12,4,51,152.0,166.0,155.0,143.0,162.0,159.0,159.25,153.375,147.83333333333334,7676.78,0,159.25
SKU045,2025-12-22,157,1205254.46,190.0,2025,12,4,52,123.0,152.0,164.0,143.0,142.0,190.0,151.25,150.875,144.58333333333334,7676.78,0,151.25
SKU045,2025-12-29,59,452930.02,162.0,2025,12,4,1,157.0,123.0,166.0,154.0,123.0,162.0,149.5,152.625,145.83333333333334,7676.78,0,149.5
SKU046,2025-11-10,56,401830.24,69.0,2025,11,4,46,49.0,64.0,40.0,61.0,54.0,69.0,50.75,55.75,55.583333333333336,7175.54,1,50.75
SKU046,2025-11-17,53,380303.62,60.0,2025,11,4,47,56.0,49.0,50.0,73.0,58.0,60.0,54.75,55.125,55.75,7175.54,1,54.75
SKU046,2025-11-24,52,373128.08,48.0,2025,11,4,48,53.0,56.0,64.0,62.0,53.0,48.0,55.5,52.625,55.333333333333336,7175.54,1,55.5
SKU046,2025-12-01,56,401830.24,51.0,2025,12,4,49,52.0,53.0,49.0,47.0,56.0,51.0,52.5,51.375,55.25,7175.54,0,52.5
SKU046,2025-12-08,66,473585.64,63.0,2025,12,4,50,56.0,52.0,56.0,40.0,61.0,63.0,54.25,52.5,55.25,7175.54,0,54.25
SKU046,2025-12-15,57,409005.78,59.0,2025,12,4,51,66.0,56.0,53.0,50.0,73.0,59.0,56.75,55.75,55.666666666666664,7175.54,0,56.75
SKU046,2025-12-22,58,416181.32,66.0,2025,12,4,52,57.0,66.0,52.0,64.0,62.0,66.0,57.75,56.625,54.333333333333336,7175.54,0,57.75
SKU046,2025-12-29,17,121984.18,56.0,2025,12,4,1,58.0,57.0,56.0,49.0,47.0,56.0,59.25,55.875,54.0,7175.54,0,59.25
SKU047,2025-11-10,101,801760.22,82.0,2025,11,4,46,102.0,101.0,76.0,87.0,86.0,82.0,88.5,86.625,87.66666666666667,7938.22,1,88.5
SKU047,2025-11-17,81,642995.82,85.0,2025,11,4,47,101.0,102.0,75.0,94.0,92.0,85.0,94.75,88.375,88.91666666666667,7938.22,1,94.75
SKU047,2025-11-24,90,714439.8,78.0,2025,11,4,48,81.0,101.0,101.0,77.0,103.0,78.0,96.25,86.75,88.0,7938.22,1,96.25
SKU047,2025-12-01,108,857327.76,78.0,2025,12,4,49,90.0,81.0,102.0,81.0,78.0,78.0,93.5,88.375,86.91666666666667,7938.22,0,93.5
SKU047,2025-12-08,86,682686.92,85.0,2025,12,4,50,108.0,90.0,101.0,76.0,87.0,85.0,95.0,91.75,89.41666666666667,7938.22,0,95.0
SKU047,2025-12-15,100,793822.0,92.0,2025,12,4,51,86.0,108.0,81.0,75.0,94.0,92.0,91.25,93.0,89.33333333333333,7938.22,0,91.25
SKU047,2025-12-22,88,698563.36,82.0,2025,12,4,52,100.0,86.0,90.0,101.0,77.0,82.0,96.0,96.125,89.83333333333333,7938.22,0,96.0
SKU047,2025-12-29,41,325467.02,114.0,2025,12,4,1,88.0,100.0,108.0,102.0,81.0,114.0,95.5,94.5,90.75,7938.22,0,95.5
SKU048,2025-11-10,47,64838.850000000006,57.0,2025,11,4,46,63.0,61.0,59.0,54.0,45.0,57.0,53.5,51.875,52.916666666666664,1379.55,1,53.5
SKU048,2025-11-17,63,86911.65,55.0,2025,11,4,47,47.0,63.0,31.0,50.0,60.0,55.0,50.5,51.0,53.083333333333336,1379.55,1,50.5
SKU048,2025-11-24,36,49663.8,56.0,2025,11,4,48,63.0,47.0,61.0,46.0,57.0,56.0,58.5,52.625,53.333333333333336,1379.55,1,58.5
SKU048,2025-12-01,57,78634.34999999999,50.0,2025,12,4,49,36.0,63.0,63.0,51.0,58.0,50.0,52.25,51.375,51.583333333333336,1379.55,0,52.25
SKU048,2025-12-08,55,75875.25,55.0,2025,12,4,50,57.0,36.0,47.0,59.0,54.0,55.0,50.75,52.125,51.5,1379.55,0,50.75
SKU048,2025-12-15,58,80013.9,41.0,2025,12,4,51,55.0,57.0,63.0,31.0,50.0,41.0,52.75,51.625,51.583333333333336,1379.55,0,52.75
SKU048,2025-12-22,40,55182.0,62.0,2025,12,4,52,58.0,55.0,36.0,61.0,46.0,62.0,51.5,55.0,52.25,1379.55,0,51.5
SKU048,2025-12-29,21,28970.550000000003,52.0,2025,12,4,1,40.0,58.0,57.0,63.0,51.0,52.0,52.5,52.375,51.75,1379.55,0,52.5
SKU049,2025-11-10,160,835739.2,141.0,2025,11,4,46,152.0,150.0,152.0,158.0,145.0,141.0,148.0,149.625,151.66666666666666,5223.37,1,148.0
SKU049,2025-11-17,139,726048.4299999999,136.0,2025,11,4,47,160.0,152.0,138.0,168.0,159.0,136.0,150.0,149.875,152.91666666666666,5223.37,1,150.0
SKU049,2025-11-24,159,830515.8300000001,145.0,2025,11,4,48,139.0,160.0,150.0,142.0,152.0,145.0,150.25,146.25,151.25,5223.37,1,150.25
SKU049,2025-12-01,167,872302.79,149.0,2025,12,4,49,159.0,139.0,152.0,137.0,167.0,149.0,152.5,148.375,151.83333333333334,5223.37,0,152.5
SKU049,2025-12-08,171,893196.27,150.0,2025,12,4,50,167.0,159.0,160.0,152.0,158.0,150.0,156.25,152.125,151.83333333333334,5223.37,0,156.25
SKU049,2025-12-15,147,767835.39,161.0,2025,12,4,51,171.0,167.0,139.0,138.0,168.0,161.0,159.0,154.5,152.91666666666666,5223.37,0,159.0
SKU049,2025-12-22,166,867079.4199999999,135.0,2025,12,4,52,147.0,171.0,159.0,150.0,142.0,135.0,161.0,155.625,151.16666666666666,5223.37,0,161.0
SKU049,2025-12-29,47,245498.39,198.0,2025,12,4,1,166.0,147.0,167.0,152.0,137.0,198.0,162.75,157.625,153.16666666666666,5223.37,0,162.75
SKU050,2025-11-10,40,35308.8,48.0,2025,11,4,46,46.0,32.0,31.0,30.0,35.0,48.0,35.0,35.25,34.416666666666664,882.72,1,35.0
SKU050,2025-11-17,41,36191.52,39.0,2025,11,4,47,40.0,46.0,31.0,38.0,34.0,39.0,37.25,36.5,34.833333333333336,882.72,1,37.25
SKU050,2025-11-24,30,26481.6,37.0,2025,11,4,48,41.0,40.0,32.0,35.0,29.0,37.0,39.75,36.875,35.416666666666664,882.72,1,39.75
SKU050,2025-12-01,40,35308.8,33.0,2025,12,4,49,30.0,41.0,46.0,39.0,33.0,33.0,39.25,36.25,35.5,882.72,0,39.25
SKU050,2025-12-08,34,30012.48,37.0,2025,12,4,50,40.0,30.0,40.0,31.0,30.0,37.0,37.75,36.375,36.083333333333336,882.72,0,37.75
SKU050,2025-12-15,34,30012.48,32.0,2025,12,4,51,34.0,40.0,41.0,31.0,38.0,32.0,36.25,36.75,36.416666666666664,882.72,0,36.25
SKU050,2025-12-22,49,43253.28,54.0,2025,12,4,52,34.0,34.0,30.0,32.0,35.0,54.0,34.5,37.125,36.083333333333336,882.72,0,34.5
SKU050,2025-12-29,27,23833.44,47.0,2025,12,4,1,49.0,34.0,40.0,46.0,39.0,47.0,39.25,39.25,37.25,882.7199999999999,0,39.25
