SKU,Week_Start,Units_Sold,Revenue,Seasonal_Naive_Forecast
SKU026,2024-03-25,179,1958177.6600000001,
SKU026,2024-04-01,159,1739386.8599999999,
SKU026,2024-04-08,196,2144149.84,
SKU026,2024-04-15,181,1980056.74,
SKU026,2024-04-22,186,2034754.44,
SKU026,2024-04-29,174,1903479.96,
SKU026,2024-05-06,190,2078512.6,
SKU026,2024-05-13,162,1772205.48,
SKU026,2024-05-20,180,1969117.2,
SKU026,2024-05-27,201,2198847.54,
SKU026,2024-06-03,183,2001935.82,
SKU026,2024-06-10,175,1914419.5,
SKU026,2024-06-17,211,2308242.94,
SKU026,2024-06-24,182,1990996.28,
SKU026,2024-07-01,163,1783145.02,
SKU026,2024-07-08,138,1509656.52,
SKU026,2024-07-15,157,1717507.78,
SKU026,2024-07-22,137,1498716.98,
SKU026,2024-07-29,144,1575293.76,
SKU026,2024-08-05,138,1509656.52,
SKU026,2024-08-12,138,1509656.52,
SKU026,2024-08-19,144,1575293.76,
SKU026,2024-08-26,129,1411200.6600000001,
SKU026,2024-09-02,146,1597172.8399999999,
SKU026,2024-09-09,143,1564354.22,
SKU026,2024-09-16,120,1312744.8,
SKU026,2024-09-23,129,1411200.6600000001,
SKU026,2024-09-30,131,1433079.74,
SKU026,2024-10-07,145,1586233.3,
SKU026,2024-10-14,141,1542475.1400000001,
SKU026,2024-10-21,137,1498716.98,
SKU026,2024-10-28,130,1422140.2,
SKU026,2024-11-04,127,1389321.58,
SKU026,2024-11-11,156,1706568.24,
SKU026,2024-11-18,124,1356502.96,
SKU026,2024-11-25,116,1268986.6400000001,
SKU026,2024-12-02,162,1772205.48,
SKU026,2024-12-09,148,1619051.92,
SKU026,2024-12-16,131,1433079.74,
SKU026,2024-12-23,145,1586233.3,
SKU026,2024-12-30,147,1608112.38,166.0
SKU026,2025-01-06,165,1805024.1,156.0
SKU026,2025-01-13,136,1487777.44,152.0
SKU026,2025-01-20,165,1805024.0999999999,150.0
SKU026,2025-01-27,161,1761265.94,158.0
SKU026,2025-02-03,170,1859721.8,195.0
SKU026,2025-02-10,166,1815963.6400000001,169.0
SKU026,2025-02-17,177,1936298.58,171.0
SKU026,2025-02-24,169,1848782.26,161.0
SKU026,2025-03-03,173,1892540.42,189.0
SKU026,2025-03-10,197,2155089.38,222.0
SKU026,2025-03-17,207,2264484.78,202.0
SKU026,2025-03-24,202,2209787.08,179.0
SKU026,2025-03-31,174,1903479.96,159.0
SKU026,2025-04-07,195,2133210.3,196.0
SKU026,2025-04-14,160,1750326.4,181.0
SKU026,2025-04-21,189,2067573.06,186.0
SKU026,2025-04-28,179,1958177.6600000001,174.0
SKU026,2025-05-05,177,1936298.58,190.0
SKU026,2025-05-12,184,2012875.36,162.0
SKU026,2025-05-19,177,1936298.58,180.0
SKU026,2025-05-26,206,2253545.2399999998,201.0
SKU026,2025-06-02,199,2176968.46,183.0
SKU026,2025-06-09,201,2198847.54,175.0
SKU026,2025-06-16,171,1870661.34,211.0
SKU026,2025-06-23,161,1761265.94,182.0
SKU026,2025-06-30,150,1640931.0,163.0
SKU026,2025-07-07,153,1673749.6199999999,138.0
SKU026,2025-07-14,155,1695628.7,157.0
SKU026,2025-07-21,173,1892540.42,137.0
SKU026,2025-07-28,156,1706568.24,144.0
SKU026,2025-08-04,150,1640931.0,138.0
SKU026,2025-08-11,128,1400261.12,138.0
SKU026,2025-08-18,123,1345563.42,144.0
SKU026,2025-08-25,129,1411200.6600000001,129.0
SKU026,2025-09-01,153,1673749.62,146.0
SKU026,2025-09-08,124,1356502.96,143.0
SKU026,2025-09-15,138,1509656.52,120.0
SKU026,2025-09-22,132,1444019.28,129.0
SKU026,2025-09-29,114,1247107.56,131.0
SKU026,2025-10-06,135,1476837.9,145.0
SKU026,2025-10-13,138,1509656.52,141.0
SKU026,2025-10-20,124,1356502.96,137.0
SKU026,2025-10-27,141,1542475.1400000001,130.0
SKU026,2025-11-03,127,1389321.58,127.0
SKU026,2025-11-10,130,1422140.2,156.0
SKU026,2025-11-17,128,1400261.12,124.0
SKU026,2025-11-24,126,1378382.04,116.0
SKU026,2025-12-01,157,1717507.78,162.0
SKU026,2025-12-08,128,1400261.12,148.0
SKU026,2025-12-15,156,1706568.24,131.0
SKU026,2025-12-22,135,1476837.9,145.0
SKU026,2025-12-29,55,601674.7,147.0
SKU027,2024-01-01,162,1379689.2,
SKU027,2024-01-08,170,1447822.0,
SKU027,2024-01-15,170,1447822.0,
SKU027,2024-01-22,145,1234907.0,
SKU027,2024-01-29,182,1550021.2,
SKU027,2024-02-05,188,1601120.8,
SKU027,2024-02-12,177,1507438.2,
SKU027,2024-02-19,158,1345622.8,
SKU027,2024-02-26,188,1601120.8,
SKU027,2024-03-04,212,1805519.2,
SKU027,2024-03-11,214,1822552.4000000001,
SKU027,2024-03-18,195,1660737.0,
SKU027,2024-03-25,195,1660737.0,
SKU027,2024-04-01,200,1703320.0,
SKU027,2024-04-08,181,1541504.6,
SKU027,2024-04-15,185,1575571.0,
SKU027,2024-04-22,205,1745903.0,
SKU027,2024-04-29,188,1601120.8,
SKU027,2024-05-06,194,1652220.4,
SKU027,2024-05-13,196,1669253.6,
SKU027,2024-05-20,193,1643703.8,
SKU027,2024-05-27,210,1788486.0,
SKU027,2024-06-03,179,1524471.4,
SKU027,2024-06-10,219,1865135.4,
SKU027,2024-06-17,200,1703320.0,
SKU027,2024-06-24,178,1515954.8,
SKU027,2024-07-01,149,1268973.4,
SKU027,2024-07-08,168,1430788.8,
SKU027,2024-07-15,167,1422272.2,
SKU027,2024-07-22,154,1311556.4,
SKU027,2024-07-29,151,1286006.6,
SKU027,2024-08-05,149,1268973.4,
SKU027,2024-08-12,158,1345622.8,
SKU027,2024-08-19,165,1405239.0,
SKU027,2024-08-26,154,1311556.4,
SKU027,2024-09-02,127,1081608.2,
SKU027,2024-09-09,134,1141224.4,
SKU027,2024-09-16,143,1217873.8,
SKU027,2024-09-23,156,1328589.6,
SKU027,2024-09-30,126,1073091.6,
SKU027,2024-10-07,126,1073091.6,
SKU027,2024-10-14,121,1030508.6,
SKU027,2024-10-21,151,1286006.6,
SKU027,2024-10-28,138,1175290.8,
SKU027,2024-11-04,143,1217873.8,
SKU027,2024-11-11,153,1303039.8,
SKU027,2024-11-18,163,1388205.8,
SKU027,2024-11-25,152,1294523.2,
SKU027,2024-12-02,153,1303039.8,
SKU027,2024-12-09,154,1311556.4,
SKU027,2024-12-16,133,1132707.8,
SKU027,2024-12-23,172,1464855.2,
SKU027,2024-12-30,185,1575571.0,162.0
SKU027,2025-01-06,167,1422272.2,170.0
SKU027,2025-01-13,190,1618154.0,170.0
SKU027,2025-01-20,179,1524471.4,145.0
SKU027,2025-01-27,160,1362656.0,182.0
SKU027,2025-02-03,197,1677770.2,188.0
SKU027,2025-02-10,187,1592604.2,177.0
SKU027,2025-02-17,156,1328589.5999999999,158.0
SKU027,2025-02-24,204,1737386.4,188.0
SKU027,2025-03-03,206,1754419.6,212.0
SKU027,2025-03-10,219,1865135.4,214.0
SKU027,2025-03-17,216,1839585.6,195.0
SKU027,2025-03-24,206,1754419.6,195.0
SKU027,2025-03-31,188,1601120.7999999998,200.0
SKU027,2025-04-07,195,1660737.0,181.0
SKU027,2025-04-14,228,1941784.8,185.0
SKU027,2025-04-21,180,1532988.0,205.0
SKU027,2025-04-28,188,1601120.8,188.0
SKU027,2025-05-05,180,1532988.0,194.0
SKU027,2025-05-12,209,1779969.4,196.0
SKU027,2025-05-19,204,1737386.4,193.0
SKU027,2025-05-26,195,1660737.0,210.0
SKU027,2025-06-02,181,1541504.5999999999,179.0
SKU027,2025-06-09,165,1405239.0,219.0
SKU027,2025-06-16,193,1643703.8,200.0
SKU027,2025-06-23,183,1558537.7999999998,178.0
SKU027,2025-06-30,165,1405239.0,149.0
SKU027,2025-07-07,185,1575571.0,168.0
SKU027,2025-07-14,163,1388205.8,167.0
SKU027,2025-07-21,155,1320073.0,154.0
SKU027,2025-07-28,156,1328589.6,151.0
SKU027,2025-08-04,120,1021992.0,149.0
SKU027,2025-08-11,146,1243423.6,158.0
SKU027,2025-08-18,145,1234907.0,165.0
SKU027,2025-08-25,138,1175290.8,154.0
SKU027,2025-09-01,167,1422272.2,127.0
SKU027,2025-09-08,143,1217873.8,134.0
SKU027,2025-09-15,158,1345622.8,143.0
SKU027,2025-09-22,150,1277490.0,156.0
SKU027,2025-09-29,151,1286006.6,126.0
SKU027,2025-10-06,149,1268973.4,126.0
SKU027,2025-10-13,127,1081608.2,121.0
SKU027,2025-10-20,130,1107158.0,151.0
SKU027,2025-10-27,136,1158257.6,138.0
SKU027,2025-11-03,147,1251940.2,143.0
SKU027,2025-11-10,149,1268973.4,153.0
SKU027,2025-11-17,163,1388205.8,163.0
SKU027,2025-11-24,162,1379689.2,152.0
SKU027,2025-12-01,153,1303039.8,153.0
SKU027,2025-12-08,161,1371172.6,154.0
SKU027,2025-12-15,182,1550021.2,133.0
SKU027,2025-12-22,144,1226390.4,172.0
SKU027,2025-12-29,67,570612.2,185.0
SKU028,2024-01-01,32,111490.88,
SKU028,2024-01-08,35,121943.15000000001,
SKU028,2024-01-15,39,135879.51,
SKU028,2024-01-22,34,118459.06,
SKU028,2024-01-29,40,139363.6,
SKU028,2024-02-05,37,128911.33,
SKU028,2024-02-12,43,149815.87,
SKU028,2024-02-19,34,118459.06,
SKU028,2024-02-26,44,153299.96000000002,
SKU028,2024-03-04,54,188140.86000000002,
SKU028,2024-03-11,43,149815.87,
SKU028,2024-03-18,47,163752.23,
SKU028,2024-03-25,56,195109.04,
SKU028,2024-04-01,47,163752.23,
SKU028,2024-04-08,50,174204.5,
SKU028,2024-04-15,56,195109.04,
SKU028,2024-04-22,44,153299.96,
SKU028,2024-04-29,40,139363.6,
SKU028,2024-05-06,45,156784.05000000002,
SKU028,2024-05-13,53,184656.77,
SKU028,2024-05-20,40,139363.6,
SKU028,2024-05-27,52,181172.68,
SKU028,2024-06-03,32,111490.88,
SKU028,2024-06-10,48,167236.32,
SKU028,2024-06-17,52,181172.68,
SKU028,2024-06-24,52,181172.68,
SKU028,2024-07-01,42,146331.78,
SKU028,2024-07-08,37,128911.33,
SKU028,2024-07-15,39,135879.51,
SKU028,2024-07-22,46,160268.14,
SKU028,2024-07-29,30,104522.70000000001,
SKU028,2024-08-05,28,97554.52,
SKU028,2024-08-12,31,108006.79000000001,
SKU028,2024-08-19,37,128911.33,
SKU028,2024-08-26,31,108006.79000000001,
SKU028,2024-09-02,41,142847.69,
SKU028,2024-09-09,26,90586.34,
SKU028,2024-09-16,44,153299.96000000002,
SKU028,2024-09-23,25,87102.25,
SKU028,2024-09-30,36,125427.24,
SKU028,2024-10-07,29,101038.61,
SKU028,2024-10-14,34,118459.06,
SKU028,2024-10-21,26,90586.34,
SKU028,2024-10-28,40,139363.6,
SKU028,2024-11-04,32,111490.88,
SKU028,2024-11-11,33,114974.97,
SKU028,2024-11-18,30,104522.70000000001,
SKU028,2024-11-25,41,142847.69,
SKU028,2024-12-02,36,125427.23999999999,
SKU028,2024-12-09,48,167236.32,
SKU028,2024-12-16,45,156784.05,
SKU028,2024-12-23,37,128911.33,
SKU028,2024-12-30,47,163752.23,32.0
SKU028,2025-01-06,41,142847.69,35.0
SKU028,2025-01-13,43,149815.87,39.0
SKU028,2025-01-20,42,146331.78,34.0
SKU028,2025-01-27,38,132395.42,40.0
SKU028,2025-02-03,44,153299.96000000002,37.0
SKU028,2025-02-10,37,128911.33,43.0
SKU028,2025-02-17,32,111490.88,34.0
SKU028,2025-02-24,41,142847.69,44.0
SKU028,2025-03-03,52,181172.68,54.0
SKU028,2025-03-10,43,149815.87,43.0
SKU028,2025-03-17,50,174204.5,47.0
SKU028,2025-03-24,54,188140.86000000002,56.0
SKU028,2025-03-31,36,125427.24,47.0
SKU028,2025-04-07,42,146331.78,50.0
SKU028,2025-04-14,44,153299.96000000002,56.0
SKU028,2025-04-21,49,170720.41,44.0
SKU028,2025-04-28,44,153299.96000000002,40.0
SKU028,2025-05-05,49,170720.41,45.0
SKU028,2025-05-12,48,167236.32,53.0
SKU028,2025-05-19,52,181172.68,40.0
SKU028,2025-05-26,40,139363.6,52.0
SKU028,2025-06-02,49,170720.41,32.0
SKU028,2025-06-09,41,142847.69,48.0
SKU028,2025-06-16,41,142847.69,52.0
SKU028,2025-06-23,43,149815.87,52.0
SKU028,2025-06-30,32,111490.88,42.0
SKU028,2025-07-07,46,160268.14,37.0
SKU028,2025-07-14,42,146331.78,39.0
SKU028,2025-07-21,36,125427.24,46.0
SKU028,2025-07-28,35,121943.15000000001,30.0
SKU028,2025-08-04,40,139363.6,28.0
SKU028,2025-08-11,31,108006.79000000001,31.0
SKU028,2025-08-18,27,94070.43000000001,37.0
SKU028,2025-08-25,45,156784.05000000002,31.0
SKU028,2025-09-01,35,121943.15000000001,41.0
SKU028,2025-09-08,36,125427.24,26.0
SKU028,2025-09-15,34,118459.06,44.0
SKU028,2025-09-22,30,104522.70000000001,25.0
SKU028,2025-09-29,18,62713.62,36.0
SKU028,2025-10-06,31,108006.79000000001,29.0
SKU028,2025-10-13,32,111490.88,34.0
SKU028,2025-10-20,30,104522.70000000001,26.0
SKU028,2025-10-27,31,108006.79000000001,40.0
SKU028,2025-11-03,30,104522.70000000001,32.0
SKU028,2025-11-10,40,139363.6,33.0
SKU028,2025-11-17,39,135879.51,30.0
SKU028,2025-11-24,34,118459.06,41.0
SKU028,2025-12-01,40,139363.6,36.0
SKU028,2025-12-08,25,87102.25,48.0
SKU028,2025-12-15,22,76649.98000000001,45.0
SKU028,2025-12-22,31,108006.79000000001,37.0
SKU028,2025-12-29,14,48777.26,47.0
SKU029,2024-01-01,114,1327239.3,
SKU029,2024-01-08,120,1397094.0,
SKU029,2024-01-15,93,1082747.8499999999,
SKU029,2024-01-22,94,1094390.3,
SKU029,2024-01-29,109,1269027.05,
SKU029,2024-02-05,102,1187529.9,
SKU029,2024-02-12,114,1327239.3,
SKU029,2024-02-19,112,1303954.4,
SKU029,2024-02-26,115,1338881.75,
SKU029,2024-03-04,131,1525160.95,
SKU029,2024-03-11,133,1548445.85,
SKU029,2024-03-18,142,1653227.9,
SKU029,2024-03-25,125,1455306.25,
SKU029,2024-04-01,117,1362166.65,
SKU029,2024-04-08,139,1618300.55,
SKU029,2024-04-15,126,1466948.7,
SKU029,2024-04-22,125,1455306.25,
SKU029,2024-04-29,117,1362166.65,
SKU029,2024-05-06,116,1350524.2,
SKU029,2024-05-13,117,1362166.65,
SKU029,2024-05-20,134,1560088.3,
SKU029,2024-05-27,132,1536803.4,
SKU029,2024-06-03,129,1501876.05,
SKU029,2024-06-10,142,1653227.9,
SKU029,2024-06-17,128,1490233.5999999999,
SKU029,2024-06-24,127,1478591.15,
SKU029,2024-07-01,118,1373809.0999999999,
SKU029,2024-07-08,101,1175887.45,
SKU029,2024-07-15,86,1001250.7,
SKU029,2024-07-22,134,1560088.3,
SKU029,2024-07-29,100,1164245.0,
SKU029,2024-08-05,98,1140960.0999999999,
SKU029,2024-08-12,107,1245742.15,
SKU029,2024-08-19,106,1234099.7,
SKU029,2024-08-26,99,1152602.55,
SKU029,2024-09-02,109,1269027.05,
SKU029,2024-09-09,104,1210814.8,
SKU029,2024-09-16,93,1082747.85,
SKU029,2024-09-23,93,1082747.85,
SKU029,2024-09-30,98,1140960.1,
SKU029,2024-10-07,96,1117675.2,
SKU029,2024-10-14,90,1047820.5,
SKU029,2024-10-21,96,1117675.2,
SKU029,2024-10-28,75,873183.75,
SKU029,2024-11-04,95,1106032.75,
SKU029,2024-11-11,110,1280669.5,
SKU029,2024-11-18,114,1327239.3,
SKU029,2024-11-25,83,966323.35,
SKU029,2024-12-02,110,1280669.5,
SKU029,2024-12-09,95,1106032.75,
SKU029,2024-12-16,109,1269027.05,
SKU029,2024-12-23,96,1117675.2,
SKU029,2024-12-30,114,1327239.3,114.0
SKU029,2025-01-06,110,1280669.5,120.0
SKU029,2025-01-13,124,1443663.8,93.0
SKU029,2025-01-20,91,1059462.95,94.0
SKU029,2025-01-27,111,1292311.95,109.0
SKU029,2025-02-03,105,1222457.25,102.0
SKU029,2025-02-10,127,1478591.15,114.0
SKU029,2025-02-17,118,1373809.1,112.0
SKU029,2025-02-24,116,1350524.2,115.0
SKU029,2025-03-03,127,1478591.15,131.0
SKU029,2025-03-10,106,1234099.7,133.0
SKU029,2025-03-17,147,1711440.15,142.0
SKU029,2025-03-24,132,1536803.4,125.0
SKU029,2025-03-31,136,1583373.2,117.0
SKU029,2025-04-07,120,1397094.0,139.0
SKU029,2025-04-14,131,1525160.95,126.0
SKU029,2025-04-21,120,1397094.0,125.0
SKU029,2025-04-28,116,1350524.2,117.0
SKU029,2025-05-05,127,1478591.15,116.0
SKU029,2025-05-12,142,1653227.9,117.0
SKU029,2025-05-19,130,1513518.5,134.0
SKU029,2025-05-26,133,1548445.8499999999,132.0
SKU029,2025-06-02,117,1362166.65,129.0
SKU029,2025-06-09,121,1408736.45,142.0
SKU029,2025-06-16,122,1420378.9,128.0
SKU029,2025-06-23,114,1327239.3,127.0
SKU029,2025-06-30,102,1187529.9,118.0
SKU029,2025-07-07,107,1245742.15,101.0
SKU029,2025-07-14,112,1303954.4,86.0
SKU029,2025-07-21,120,1397094.0,134.0
SKU029,2025-07-28,97,1129317.65,100.0
SKU029,2025-08-04,93,1082747.85,98.0
SKU029,2025-08-11,113,1315596.85,107.0
SKU029,2025-08-18,114,1327239.3,106.0
SKU029,2025-08-25,103,1199172.35,99.0
SKU029,2025-09-01,90,1047820.5,109.0
SKU029,2025-09-08,89,1036178.0499999999,104.0
SKU029,2025-09-15,105,1222457.25,93.0
SKU029,2025-09-22,86,1001250.7,93.0
SKU029,2025-09-29,78,908111.1,98.0
SKU029,2025-10-06,92,1071105.4,96.0
SKU029,2025-10-13,85,989608.25,90.0
SKU029,2025-10-20,98,1140960.1,96.0
SKU029,2025-10-27,104,1210814.8,75.0
SKU029,2025-11-03,88,1024535.6000000001,95.0
SKU029,2025-11-10,98,1140960.1,110.0
SKU029,2025-11-17,97,1129317.65,114.0
SKU029,2025-11-24,96,1117675.2,83.0
SKU029,2025-12-01,87,1012893.15,110.0
SKU029,2025-12-08,115,1338881.75,95.0
SKU029,2025-12-15,104,1210814.8,109.0
SKU029,2025-12-22,97,1129317.65,96.0
SKU029,2025-12-29,35,407485.75,114.0
SKU030,2024-01-01,39,367906.89,
SKU030,2024-01-08,41,386773.91000000003,
SKU030,2024-01-15,23,216970.73,
SKU030,2024-01-22,28,264138.28,
SKU030,2024-01-29,29,273571.79,
SKU030,2024-02-05,30,283005.3,
SKU030,2024-02-12,36,339606.36,
SKU030,2024-02-19,42,396207.42,
SKU030,2024-02-26,43,405640.93,
SKU030,2024-03-04,22,207537.22,
SKU030,2024-03-11,38,358473.38,
SKU030,2024-03-18,43,405640.93000000005,
SKU030,2024-03-25,36,339606.36,
SKU030,2024-04-01,45,424507.95,
SKU030,2024-04-08,40,377340.4,
SKU030,2024-04-15,38,358473.38,
SKU030,2024-04-22,36,339606.36000000004,
SKU030,2024-04-29,35,330172.85000000003,
SKU030,2024-05-06,41,386773.91000000003,
SKU030,2024-05-13,42,396207.42000000004,
SKU030,2024-05-20,47,443374.97,
SKU030,2024-05-27,40,377340.4,
SKU030,2024-06-03,29,273571.79000000004,
SKU030,2024-06-10,47,443374.97000000003,
SKU030,2024-06-17,28,264138.28,
SKU030,2024-06-24,30,283005.3,
SKU030,2024-07-01,36,339606.36,
SKU030,2024-07-08,27,254704.77000000002,
SKU030,2024-07-15,27,254704.77000000002,
SKU030,2024-07-22,32,301872.32,
SKU030,2024-07-29,38,358473.38,
SKU030,2024-08-05,45,424507.95,
SKU030,2024-08-12,25,235837.75,
SKU030,2024-08-19,30,283005.3,
SKU030,2024-08-26,39,367906.89,
SKU030,2024-09-02,26,245271.26,
SKU030,2024-09-09,30,283005.3,
SKU030,2024-09-16,32,301872.32,
SKU030,2024-09-23,37,349039.87,
SKU030,2024-09-30,22,207537.22,
SKU030,2024-10-07,18,169803.18,
SKU030,2024-10-14,31,292438.81,
SKU030,2024-10-21,26,245271.26,
SKU030,2024-10-28,27,254704.77,
SKU030,2024-11-04,28,264138.28,
SKU030,2024-11-11,30,283005.3,
SKU030,2024-11-18,30,283005.3,
SKU030,2024-11-25,32,301872.32,
SKU030,2024-12-02,30,283005.3,
SKU030,2024-12-09,38,358473.38,
SKU030,2024-12-16,32,301872.32,
SKU030,2024-12-23,27,254704.77000000002,
SKU030,2024-12-30,21,198103.71,39.0
SKU030,2025-01-06,31,292438.81,41.0
SKU030,2025-01-13,34,320739.33999999997,23.0
SKU030,2025-01-20,36,339606.36,28.0
SKU030,2025-01-27,26,245271.26,29.0
SKU030,2025-02-03,41,386773.91000000003,30.0
SKU030,2025-02-10,31,292438.81,36.0
SKU030,2025-02-17,39,367906.89,42.0
SKU030,2025-02-24,47,443374.97000000003,43.0
SKU030,2025-03-03,39,367906.89,22.0
SKU030,2025-03-10,32,301872.32,38.0
SKU030,2025-03-17,44,415074.44,43.0
SKU030,2025-03-24,40,377340.4,36.0
SKU030,2025-03-31,30,283005.3,45.0
SKU030,2025-04-07,35,330172.85,40.0
SKU030,2025-04-14,31,292438.81,38.0
SKU030,2025-04-21,40,377340.4,36.0
SKU030,2025-04-28,44,415074.44,35.0
SKU030,2025-05-05,30,283005.30000000005,41.0
SKU030,2025-05-12,37,349039.87,42.0
SKU030,2025-05-19,38,358473.38,47.0
SKU030,2025-05-26,39,367906.89,40.0
SKU030,2025-06-02,38,358473.38,29.0
SKU030,2025-06-09,51,481109.01,47.0
SKU030,2025-06-16,31,292438.81,28.0
SKU030,2025-06-23,47,443374.97000000003,30.0
SKU030,2025-06-30,27,254704.77000000002,36.0
SKU030,2025-07-07,29,273571.79000000004,27.0
SKU030,2025-07-14,36,339606.36,27.0
SKU030,2025-07-21,29,273571.79000000004,32.0
SKU030,2025-07-28,33,311305.83,38.0
SKU030,2025-08-04,30,283005.3,45.0
SKU030,2025-08-11,28,264138.28,25.0
SKU030,2025-08-18,36,339606.36,30.0
SKU030,2025-08-25,32,301872.32,39.0
SKU030,2025-09-01,26,245271.26,26.0
SKU030,2025-09-08,34,320739.33999999997,30.0
SKU030,2025-09-15,32,301872.32,32.0
SKU030,2025-09-22,41,386773.91000000003,37.0
SKU030,2025-09-29,27,254704.77000000002,22.0
SKU030,2025-10-06,25,235837.75,18.0
SKU030,2025-10-13,32,301872.32,31.0
SKU030,2025-10-20,27,254704.77,26.0
SKU030,2025-10-27,28,264138.27999999997,27.0
SKU030,2025-11-03,25,235837.75,28.0
SKU030,2025-11-10,34,320739.33999999997,30.0
SKU030,2025-11-17,33,311305.83,30.0
SKU030,2025-11-24,26,245271.26,32.0
SKU030,2025-12-01,25,235837.75,30.0
SKU030,2025-12-08,35,330172.85000000003,38.0
SKU030,2025-12-15,26,245271.26,32.0
SKU030,2025-12-22,28,264138.28,27.0
SKU030,2025-12-29,14,132069.14,21.0
SKU031,2024-01-01,143,1246377.99,
SKU031,2024-01-08,107,932604.51,
SKU031,2024-01-15,132,1150502.76,
SKU031,2024-01-22,144,1255093.92,
SKU031,2024-01-29,138,1202798.34,
SKU031,2024-02-05,137,1194082.4100000001,
SKU031,2024-02-12,137,1194082.4100000001,
SKU031,2024-02-19,150,1307389.5,
SKU031,2024-02-26,136,1185366.48,
SKU031,2024-03-04,163,1420696.59,
SKU031,2024-03-11,167,1455560.31,
SKU031,2024-03-18,166,1446844.38,
SKU031,2024-03-25,150,1307389.5,
SKU031,2024-04-01,158,1377116.94,
SKU031,2024-04-08,130,1133070.9,
SKU031,2024-04-15,165,1438128.45,
SKU031,2024-04-22,121,1054627.53,
SKU031,2024-04-29,159,1385832.87,
SKU031,2024-05-06,152,1324821.3599999999,
SKU031,2024-05-13,143,1246377.99,
SKU031,2024-05-20,150,1307389.5,
SKU031,2024-05-27,160,1394548.8,
SKU031,2024-06-03,151,1316105.43,
SKU031,2024-06-10,150,1307389.5,
SKU031,2024-06-17,152,1324821.3599999999,
SKU031,2024-06-24,164,1429412.52,
SKU031,2024-07-01,133,1159218.69,
SKU031,2024-07-08,120,1045911.6,
SKU031,2024-07-15,126,1098207.18,
SKU031,2024-07-22,122,1063343.46,
SKU031,2024-07-29,98,854161.14,
SKU031,2024-08-05,145,1263809.85,
SKU031,2024-08-12,120,1045911.6,
SKU031,2024-08-19,104,906456.72,
SKU031,2024-08-26,124,1080775.32,
SKU031,2024-09-02,110,958752.3,
SKU031,2024-09-09,135,1176650.55,
SKU031,2024-09-16,123,1072059.3900000001,
SKU031,2024-09-23,116,1011047.88,
SKU031,2024-09-30,105,915172.65,
SKU031,2024-10-07,109,950036.37,
SKU031,2024-10-14,109,950036.37,
SKU031,2024-10-21,112,976184.16,
SKU031,2024-10-28,129,1124354.97,
SKU031,2024-11-04,113,984900.0900000001,
SKU031,2024-11-11,105,915172.65,
SKU031,2024-11-18,113,984900.09,
SKU031,2024-11-25,103,897740.79,
SKU031,2024-12-02,114,993616.02,
SKU031,2024-12-09,107,932604.51,
SKU031,2024-12-16,106,923888.58,
SKU031,2024-12-23,108,941320.44,
SKU031,2024-12-30,138,1202798.34,143.0
SKU031,2025-01-06,145,1263809.85,107.0
SKU031,2025-01-13,132,1150502.76,132.0
SKU031,2025-01-20,140,1220230.2,144.0
SKU031,2025-01-27,131,1141786.83,138.0
SKU031,2025-02-03,152,1324821.36,137.0
SKU031,2025-02-10,163,1420696.59,137.0
SKU031,2025-02-17,130,1133070.9,150.0
SKU031,2025-02-24,137,1194082.41,136.0
SKU031,2025-03-03,170,1481708.1,163.0
SKU031,2025-03-10,133,1159218.69,167.0
SKU031,2025-03-17,145,1263809.85,166.0
SKU031,2025-03-24,173,1507855.8900000001,150.0
SKU031,2025-03-31,131,1141786.83,158.0
SKU031,2025-04-07,160,1394548.8,130.0
SKU031,2025-04-14,132,1150502.76,165.0
SKU031,2025-04-21,130,1133070.9000000001,121.0
SKU031,2025-04-28,153,1333537.29,159.0
SKU031,2025-05-05,156,1359685.08,152.0
SKU031,2025-05-12,145,1263809.85,143.0
SKU031,2025-05-19,158,1377116.94,150.0
SKU031,2025-05-26,153,1333537.29,160.0
SKU031,2025-06-02,156,1359685.08,151.0
SKU031,2025-06-09,162,1411980.66,150.0
SKU031,2025-06-16,144,1255093.92,152.0
SKU031,2025-06-23,136,1185366.48,164.0
SKU031,2025-06-30,124,1080775.32,133.0
SKU031,2025-07-07,111,967468.23,120.0
SKU031,2025-07-14,131,1141786.83,126.0
SKU031,2025-07-21,127,1106923.11,122.0
SKU031,2025-07-28,121,1054627.53,98.0
SKU031,2025-08-04,129,1124354.97,145.0
SKU031,2025-08-11,136,1185366.48,120.0
SKU031,2025-08-18,111,967468.23,104.0
SKU031,2025-08-25,123,1072059.3900000001,124.0
SKU031,2025-09-01,118,1028479.74,110.0
SKU031,2025-09-08,125,1089491.25,135.0
SKU031,2025-09-15,118,1028479.74,123.0
SKU031,2025-09-22,112,976184.16,116.0
SKU031,2025-09-29,107,932604.51,105.0
SKU031,2025-10-06,109,950036.37,109.0
SKU031,2025-10-13,120,1045911.6,109.0
SKU031,2025-10-20,114,993616.02,112.0
SKU031,2025-10-27,110,958752.3,129.0
SKU031,2025-11-03,109,950036.37,113.0
SKU031,2025-11-10,131,1141786.83,105.0
SKU031,2025-11-17,113,984900.09,113.0
SKU031,2025-11-24,104,906456.72,103.0
SKU031,2025-12-01,96,836729.28,114.0
SKU031,2025-12-08,104,906456.72,107.0
SKU031,2025-12-15,132,1150502.76,106.0
SKU031,2025-12-22,97,845445.21,108.0
SKU031,2025-12-29,50,435796.5,138.0
SKU032,2024-01-01,53,297467.27,
